,author,quote
51002,Chandler,You said that to me last week.
51020,Chandler,"Oh no thats okay, you're totally right. I don't know anything about disciplining a child. But it did hurt my feelings and I want you to know that when I die, you don't get Joey."
51076,Chandler,"Alright! That is it. This is our apartment and you can not behave this way. Now if you can't act your age then you shouldn't be here at all. Now those plates may not be as nice as the pretty pink ones I picked out, but they're very important to Monica. I want you to apologize to her right now."
51079,Chandler,Okay. Thats better. Now I want you to both apologize to each other and mean it.
51081,Chandler,"By the way, that fight was totally arousing."
51083,Chandler,Oh yeah? Well thanks.
51085,Chandler,"Okay, but you should know he eats five times a day and shoves pennies up his nose."
51099,Chandler,"Oh no no no.. I'll get her. I'm super-compentent and totally responsibile and fourth in line to raise Emma. I'll be right there Emma. Just let me get my trusty diaper bag here. <knocks over the box of china> Well.. what do you know? I guess, I'll be the one who dies first."
51394,Chandler,"Yeah, we have all this paperwork that needs to be filed by the end of the year. If I don't get it done, I'll be fired."
51396,Chandler,"So, who does?"
51401,Chandler,"I'm sorry, I won't be here."
51405,Chandler,Did I not mention that?
51411,Chandler,Hey. Where've you been?
51417,Chandler,"Well, that's like money in your pocket! - Alright look, you want me to say it? This sucks. Being here sucks! This work sucks!"
51419,Chandler,"I'm sorry. Hey, at least you guys get to go home and be with your families tonight. I have to go back to an empty hotel room and lay down on a very questionable bedspread. And then tomorrow morning, you get to have Christmas morning in your own houses, wich, by the way, none of you have invited me to."
51421,Chandler,"Haha, no thanks!"
51423,Chandler,"Oh, thanks! I'm... actually thinking about becoming a motivational speaker."
51425,Chandler,"Typical Christmas-y stuff, you know? Our holidays are pretty traditional..."
51431,Chandler,"I can save you time ladies, I'm right here."
51434,Chandler,What? That's terrible!
51436,Chandler,"Oh well, that, that makes it not terrible."
51439,Chandler,"No not okay, you can't look for Monica's presents!"
51441,Chandler,"No, you don't have to, and you can't because I, I live here too."
51445,Chandler,"No, I have a great idea for a present for her."
51448,Chandler,"If I help, we can find 'em faster!"
51458,Chandler,"OK, Pheebs, your turn."
51464,Chandler,"And, a lemon lime."
51466,Chandler,And last but not least.
51477,Chandler,"Well, I'm here to see my old buddy Ben. What are you doing here, weird...turtle-man?"
51482,Chandler,"You called everyone and said you were having trouble finding a Santa costume, so I borrowed one from a guy at work!"
51486,Chandler,But I didn't get to shake my belly like a bowl full of jelly.
51488,Chandler,"Fine, I'll give the suit back."
51492,Chandler,Did your Dad ever dress up like Santa?
51495,Chandler,"You know what, everybody? Go home. You should be with your families. It's bad enough that we're working New Year's Eve."
51496,Chandler,"Did I not tell *anyone* about New Year's Eve? -- Alright, look, go! Go home, okay? Merry Christmas! Go."
51505,Chandler,"Ahh, Merry Christmas; I miss you guys!"
51507,Chandler,"Ah, well no, it's just uh, me and Wendy."
51509,Chandler,It is. Did I... not tell you about her?
51511,Chandler,I sent them home.
51515,Chandler,I don't know!
51517,Chandler,"I don't think of her that way, you know, she's a, she's a colleague."
51519,Chandler,"Oh, she's regional Vice President; She's... just below me."
51524,Chandler,"Well, she... she didn't win..."
51526,Chandler,"Well, second prettiest that year; I mean, of *all* the girls in Oklahoma, she's probably..."
51528,Chandler,"Honey, there's really nothing to worry about."
51534,Chandler,"Merry Christmas, you guys!"
51539,Chandler,"Ah well, she's got this weird idea, that, uh, y'know, just because you and I are alone, that something is gonna happen."
51541,Chandler,"This is probably the wrong thing to be worrying about, but... you're getting ham on my only tie."
51548,Chandler,I'm *happily* married.
51550,Chandler,"Right. So, I'm sorry..."
51552,Chandler,"Well look, it's not easy to spend this much time apart, you know. She's entitled to be a little paranoid... or, in this case: right on money! ... You know, she's amazing, and beautiful, and smart, and if she were here right now, ...she'd kick your ass. Look, you're a really nice person... ham stealing and adultery aside. But, what I have with my wife is pretty great, so nothing is ever gonna happen between us."
51554,Chandler,"I mean, you were the most beautiful woman in the room tonight!"
51558,Chandler,But we don't do that.
51560,Chandler,How drunk are you?
51573,Chandler,It bodes well for me that speed impresses you.
51577,Chandler,Count of three?
51582,Chandler,Well I think it's safe to say that our friendship is effectively ruined.
51585,Chandler,"So, are you really gonna go out with that nurse man?"
51587,Chandler,"Y'know, I don't know if you've ever looked up the term goofing around in the dictionary... Well, I have, and the technical definition is, two friends who care a lot about each other and have amazing sex and just wanna spend more time together. But if you have this new fangled dictionary that gets you made at me, then we have to, y'know, get you my original dictionary. I am *so* bad at this."
51589,Chandler,"Really? Okay, so..."
51591,Chandler,"Y'know, I sensed that I should stop. So we're okay?"
51599,Chandler,"Oh, okay, I have condom in my wallet that I've had since I was twelve."
51601,Chandler,I don't think so.
51605,Chandler,"No, we'll-we'll bring it back! Just put it under your dress."
51611,Chandler,"Look, I thought about it too, and I'm sorry. I think we should spend all of the money on the wedding."
51613,Chandler,"Yeah, I'm putting my foot down. Yeah look, when I proposed I told you that I would do anything to make you happy, and if having the perfect wedding makes you happy, then, then that's what we're gonna do."
51615,Chandler,"Eh, forget about the future and stuff! So we only have two kids, y'know? We'll pick our favorite and that one will get to go to college."
51619,Chandler,"Uh, four, a boy, twin girls and another boy."
51621,Chandler,"Well, stuff like where we'd live, y'know? Like a small place outside the city, where our kids could learn to ride their bikes and stuff. Y'know, we could have a cat that had a bell on its collar and we could hear it every time it ran through the little kitty door. Of course, we'd have an apartment over the garage where Joey could grow old."
51623,Chandler,Sure you do.
51627,Chandler,I love you so much.
51642,Chandler,I wanted to be with you. I missed you so much.
51646,Chandler,I never want to leave you again!
51648,Chandler,Turns out they can't fire me. Because I quit.
51651,Chandler,"Yeah! It's a stupid job, and I could not stand leaving you. And why should I be the only one who doesn't get to do what he *really* wants to do?"
51655,Chandler,"I know, I, I should have talked to you first about it."
51666,Chandler,"I... thought it was a timely start to thinking about other people. Besides, this gift still says I love you guys."
51668,Chandler,I don't have a *job*!
51674,Chandler,"Oh, she's at home, putting up decorations for Rachel's birthday party tonight."
51676,Chandler,"I tried, but apparantly singing ""I will survive"" in a helium voice - not helping."
51692,Chandler,"Yes, Bravo on the hot nanny."
51694,Chandler,Are you kidding? If I wasn't married she'd be rejecting me right now.
51700,Chandler,Now that Rachel's gone?
51744,Chandler,I wasn't staring. I was leering.
51747,Chandler,Looks like Joey is doing allright with her.
51782,Chandler,"Seriously dude, 3 years ago."
51784,Chandler,You don't trust him?
51786,Chandler,"Is this really your long term plan, for me to run interference? Because I could get a job any day now."
51788,Chandler,"Allright, fine, but don't blame me if it doesn't work. Because you know as well as I do that once Joey sets his mind on something, more often than not, he's going to have sex with it."
51790,Chandler,Picturing that tree?
51792,Chandler,"Where you going, Joe?"
51794,Chandler,Oh. You mind if I join you?
51796,Chandler,Your thoughts? Plural?
51798,Chandler,"I'm afraid I can't let you do that, Joe."
51800,Chandler,"Yes, as a matter of fact he did, so I can't let you go."
51917,Chandler,"Oh, uh, well, I haven't seem it but if I do I'll let you know."
51970,Chandler,"See, now, why would you assume that? Just because we're married? I will have you know that we are very hip, happening people. Now, if you'll excuse me, I have to get back to reading the obituaries."
51979,Chandler,"Well, I think it's great that you're going on a date, you know? I mean, it sounds healthy. I mean, you have needs. Embrace your womanhood!"
51984,Chandler,Suddenly I wish I was reading my own name.
52012,Chandler,"Emma? Emma? Look at me! Well, I think I'll go downstairs for a while."
52013,Chandler,"No, no, no, no! No, no, no, no! It's okay, it's okay. I didn't go. Don't cry, it's just a bit! I'm your uncle Chandler; funny is all I have!"
52015,Chandler,I don't do that.
52016,Chandler,"I'll try to stop. Wait, did you say until the sixth?"
52018,Chandler,Today is the sixth.
52020,Chandler,"Yes, it's also 2003."
52022,Chandler,It's okay. Go take the test and see if we're okay.
52026,Chandler,I might have checked to see if I was ovulating a couple times.
52028,Chandler,I am not working. There's not much to do around here!
52039,Chandler,"Oh, good, because as of four o'clock this afternoon, I am not."
52041,Chandler,I - I don't think I can.
52043,Chandler,Because of Emma.
52047,Chandler,"Well, she's aware when we leave the room. She may notice if we start... canoodling in it."
52049,Chandler,"Well, I can't say ""hump"" or ""screw"" in front of the B-A-B-Y."
52051,Chandler,Horrifying? Scarring? Something people go to jail for?
52053,Chandler,"You guess I'm right? When we stayed at that bed and breakfast, you wouldn't have sex with me because you thought a deer was staring through the window."
52087,Chandler,Emma was doing it!
52089,Chandler,"Ooh, she's asleep, that means we can..."
52091,Chandler,"Okay, I'll try. And you can't make any noise."
52111,Chandler,I think we may have really done it this time.
52113,Chandler,You may wanna get some more of those too.
52116,Chandler,"Don't ask me, I was in there canoodling you!"
52138,Chandler,"All right, all right, we were. We were trying to make a baby. Monica's ovulating."
52140,Chandler,"No, no, no."
52147,Chandler,Your family name is Tribbiani.
52199,Chandler,"Actually, it pays nothing. It's an internship."
52203,Chandler,"Well, it's a training program, but at the end, they hire the people they like."
52205,Chandler,"Yeah, I mean, there's probably gonna be some ground work which will probably stink, you know, grown man getting people coffee is a little humiliating"
52240,Chandler,"Oh, no, no, I'm an intern, just like you guys except for the tie, the briefcase and the fact that I can rent a car."
52242,Chandler,"Yeah, well, I'm kinda heading into a new career direction and, you know, you gotta start at the bottom."
52245,Chandler,The comedian? USO?!
52312,Chandler,I am so much older than these other interns. I can't compete with them.
52317,Chandler,They're these prototype sneakers and come up with ideas on how to sell them which I can't do because no self-respecting adult would ever where these.
52319,Chandler,What am I supposed to do with these?
52323,Chandler,"No, I don't think that's the kinda thing they're looking for."
52388,Chandler,"Putting on the sneakers thought I'd get into a younger mindset, you know, to see if it sparked anything"
52390,Chandler,"Yes, how's this: They're so uncomfortable it's like getting kicked in the nuts for your feet!"
52426,Chandler,"A-huh. So he's rolling down the street and he starts to lose control, you know maybe he falls maybe hurts himself. Just then, a kid comes flying by wearing the shoes. He jumps over the old guy and laughs, and the line reads: ""Not suitable for adults!"""
52433,Chandler,The cold weather hurts my hip!
52465,Chandler,Did you see our bank statement? Can this be right?
52467,Chandler,"I'm not sure what they did, but I'm inclined to blame Enron."
52469,Chandler,Maybe I should quit and get a job that pays.
52471,Chandler,You know what? You know what? I think we're making too big a deal out of this. ok? So we pay our bills a little late this month and maybe next month we cut back on a few things. And maybe we start eating out of Joey's refrigerator for a change. You're chef... what can you make out of backing soda and beer?
52473,Chandler,No! We're not borrowing money.
52475,Chandler,Because we don't do that. We are Bings! And if there's one thing my father taught me was... well to always knock before going into the pool house... but the other thing was never borrow money.
52477,Chandler,That's right! I do! And I'm your man. And I'm going to get us through this situation even if it means you working twice as hard.
52530,Chandler,Yeah.... she's not so cute.
52552,Chandler,Listen er..I need to ask you a favor but you can't tell Monica anything about it.
52556,Chandler,What? What do you mean you know?
52560,Chandler,"Anyway, err... I need to borrow some money."
52568,Chandler,I can't believe her! Did she tell you we were having money problems?
52572,Chandler,What would she get for herself for two thousand dollars that she wouldn't tell me about?
52603,Chandler,Hey Rach! There she is...My perfectly proportioned wife.
52606,Chandler,Oh no..don't thank me. Thank you. You know there's not one thing I would change about you? Not one single thing! And definitely not... two... single things.
52608,Chandler,"No no! I just love the way you look, I am warm, for your form."
52610,Chandler,"Well yes yes... You look nice can mean that your face looks nice. I want to compliment your body. I mean..I wouldn't change it. At all. And more specifically, I wouldn't want anything to get any bigger."
52612,Chandler,"I mean, You wouldn't want any part of me to get any bigger would you? Don't answer that."
52649,Chandler,But honey you don't have to.
52651,Chandler,Honey I... I love your breasts the way they are!
52658,Chandler,God why why would you want to do that to yourself!?
52660,Chandler,"Alright look, if it means that much to you, a may be able to get on more with the big boobs. But the giant ass and the big clown feet?"
52681,Chandler,"Well! We er..climbed up four flights of stairs, manueveored a narrow hallway, dodged a rabid pitbul... but these last three feet are where it gets really tricky."
52712,Chandler,Hey! Ready to go?
52715,Chandler,What are you doin'?
52717,Chandler,"Great, a faster way to tell people that I'm unemployed and childless ."
52719,Chandler,The tall girl who wouldn't sleep with you?
52721,Chandler,Bet she'd sleep with you now...
52746,Chandler,"Oh, I'm so sorry!"
52748,Chandler,You're not gonna need my help?
52758,Chandler,I believe I read that somewhere!
52760,Chandler,I respectfully disagree.
52762,Chandler,Who cares? Nobody reads those things
52764,Chandler,I don't have a page.
52774,Chandler,Because I told everyone he slept with dinosaurs.
52776,Chandler,Would you get that please? People have been calling to congratulate me all day.
52780,Chandler,"Oh, you'll see my friend."
52784,Chandler,"Well, how you died was funny."
52786,Chandler,It kills over one americans every year.
52788,Chandler,You wanna talk about people's feelings? You should have heard how hurt professor Stern was yesterday when I told him I wouldn't be able to go with him to Key West!
52863,Chandler,Huh! So that's what I would look like if I worked out... and was being serviced by a policeman. You're not actually going to send these out are ya?
52865,Chandler,"No, come on, you know that's not true."
52867,Chandler,"Well, the gay community is a lot more vocal than the dead community."
52869,Chandler,"Alright look, let's think about this, ok, do you really think that people are gonna stir up your family at this tragic time? That people are gonna post condolences on a website? This is not about people not caring that you're dead .This is about people not having a decent outlet for their grief."
52871,Chandler,"Right, I mean, come on, I'm sure that if you had a funeral or a memorial service, tons of people would come."
52875,Chandler,"Ross, don't press send, don't press se... !"
52927,Chandler,There you go! Someone came!
52932,Chandler,"Oh yes, yes... let me... take your coat."
52936,Chandler,"Some guy, Tom Gordon."
52947,Chandler,"Please, one ridiculous problem at a time!"
52949,Chandler,"You gave them one day's notice, not everyone in our class checks the web site everyday and Monica... it's probably the way you stand!"
52951,Chandler,"Oh, that's not true. You had an impact on me, I mean, it's 15 years later and we're still best friends. Doesn't that count for something?"
52955,Chandler,Kori? Kori Weston?
52957,Chandler,Wow! You look amazing!
52959,Chandler,"Chandler, Chandler Bing. I'm not gay, I'm not gay at all."
52963,Chandler,I didn't know Ross and you were so close.
52965,Chandler,"I'm sure that would mean a lot to him. And if heaven has a door, I'm sure he's pressing his ear up against it and listening intently."
52986,Chandler,"Yeah, because if I was at my old job we'd say 300 million? No thank you!"
52993,Chandler,Still on Amelia Earhart?
52997,Chandler,Yes but there's six of us so we'd only have to get struck by lightning 7 times.
53005,Chandler,Kinda like Joey.
53008,Chandler,Pie eating contest?
53010,Chandler,"No, I saw a picture of you covered in blueberries."
53034,Chandler,One of the slots got filled.
53036,Chandler,Sense the tone! No that kid Nate got it.
53038,Chandler,Yeah I know.
53040,Chandler,"Yeah...I mean I want this so much! I mean, I wanna get one, I want my friend Charlie to get one...Except I don't care about Charlie."
53064,Chandler,"I can see the headline now: ""Lottery winners' friend filled with regret eats own arm""."
53066,Chandler,"Well you wouldn't, but we own the paper, we can print whatever we want."
53072,Chandler,"Ok, so now that you're in, what are you gonna do if we win?"
53074,Chandler,Ooh! Calm down ...
53081,Chandler,"You know, I'm not sure a sports team is the way to go."
53083,Chandler,"You're right, it has been you dream for over 15 seconds."
53095,Chandler,"Well no, Charlie's gonna get that."
53097,Chandler,He's the boss's son.
53105,Chandler,What about the ones you have on the nightstand?
53107,Chandler,"Yes there are, I just saw them a few minutes ago."
53109,Chandler,"Honey, there are like 20 tickets on the nightstand!"
53135,Chandler,"Oh, yeah! Thanks for inventing the lottery!"
53146,Chandler,"Can I come a little bit closer, valuable things are getting squished..."
53171,Chandler,"Oh, is she related to Ralph Lauren?"
53183,Chandler,I got that!
53218,Chandler,"Oh no no no no, I'd love to be somebody's assistant! Answering phones, getting coffee, I live for that stuff! And I'm not too mature... farts, boobies, butt cracks!"
53220,Chandler,"Me, that guy who just said butt cracks?"
53226,Chandler,Does that mean I get the good loving tonight?
53246,Chandler,"Wow, you'd think we should get that over 20 years or go for the big payout."
53285,Chandler,"So, what do you say? Can you get out of work?"
53287,Chandler,Are you really that busy?
53294,Chandler,I don't have travel insurance.
53352,Chandler,"Hi, Chandler Bing, I have a reservation."
53356,Chandler,"I'm sorry, he's a little bit wound up, we had to stop at every maple candy stand on the way here."
53359,Chandler,"Well, that's impossible, can you check again, please?"
53363,Chandler,"Let me get this straight. I called yesterday trying to cancel my reservation and I was told it was not refundable, then we drove six hours all the way up here and now you tell me that we don't have a reservation?"
53366,Chandler,Just give us the cheapest room you have.
53374,Chandler,"Great, at a hundred dollars an apple, we're there!"
53376,Chandler,"Dude, you're shaking!"
53406,Chandler,And I also got... two more apples.
53408,Chandler,I also got this great salt and pepper shaker from the restaurant.
53416,Chandler,"Yes, but the batteries..."
53417,Chandler,"Thank you, thank you very much!"
53462,Chandler,"Oh we did, and you still have all your lamps."
53463,Chandler,"Oh, I didn't factor in the room tax."
53468,Chandler,"Look, we have enough, just walk away."
53470,Chandler,There's a forest right outside.
53472,Chandler,"Ok, go quick!"
53529,Chandler,I could fall asleep at a play.
53571,Chandler,"Yes, but, Ross you chose a career of talking about dinosaurs."
53698,Chandler,Where the hell is everybody?
53749,Chandler,I... I don't know... you seem lovely.
53782,Chandler,Well you should be. You missed the most powerful three hours in the history of the theater.
53786,Chandler,"Oh yeah, I had no idea the amazing journey you go through as a woman! Tell me, tell me about your first period!"
53788,Chandler,Did somebody sign your bra?
53816,Chandler,"Oh well, this was a really important experience for me, and I wanted to share it with you."
53879,Chandler,We really need to take those tests?
53881,Chandler,But I don't wanna do it in a cup!
53883,Chandler,It's weird! In a doctor's office?
53887,Chandler,"Yeah, ok. I'm sure that doctor's office can't be worst than on a class trip to the Hershey's factory!"
53889,Chandler,"Oh, yeah! RACHEL TALKS TOO!"
53965,Chandler,"Deposit my specimen? You know, usually I have to call a 900 number for that kind of talk. Thanks, got it."
53967,Chandler,"Yeah, I guess!"
53970,Chandler,"Oh, Come on!"
53973,Chandler,Why are you here?
54014,Chandler,Yeah! yeah... The hard part is over!
54016,Chandler,I haven't... I haven't even thought about the results yet... I just assumed that everything was gonna be ok.
54078,Chandler,Doctor Connelly just called.
54080,Chandler,Actually it's both of us.
54082,Chandler,Apparently my sperm have low motility and you have an inhospitable environment.
54090,Chandler,"Well, we're gonna... we're gonna figure this out."
54129,Chandler,"Oh, I can't believe my sperm have low motility because, let me tell you, when I was growing up they sure seem to be in a hurry to get places!!"
54136,Chandler,"Oh, DAMN IT!"
54160,Chandler,"I think I can safely say that we all have family issues, work stuff and/or are sick."
54162,Chandler,But you come first!
54169,Chandler,Not as much fun as last time. Apparently you only get porn if you're giving a sperm sample.
54171,Chandler,"Well... there's surrogacy, but Monica has dreamt her whole life of carrying a child, she has felt that watching a surrogate would be... too hard for her."
54175,Chandler,"Aside from adoption the only other choice is insemination, so... we're talking about sperm donors."
54179,Chandler,I wish there was an easier way for us to have a child but I don't think there is one.
54226,Chandler,"Hey! Look I brought a friend for dinner, this is Zack, from work!"
54234,Chandler,"So, how would you like to have a baby that's half yours and half his!"
54236,Chandler,"Well, we're talking about sperm donors and Zack may be the guy! I mean, look, he's intelligent, he's healthy, he's athletic, I mean, he is ""spermtastic""!"
54238,Chandler,"No, I invited him to dinner so you could get a chance to get to know him! I mean, if we go through a sperm bank you never meet the guy, get to check him out."
54240,Chandler,"I'm telling you, he's great! I mean, even if my sperm worked fine, I'd think he'd be the way to go!"
54278,Chandler,"So what do you think? I want that guys genes for my kid! Those eyes, those cheeckbones!"
54280,Chandler,You don't like him.
54282,Chandler,Alright! Just follow my lead!
54284,Chandler,"Oh! Thanks, I'm crazy about our place. Hey! speaking of crazy... do you have a history of mental illness in the family?"
54298,Chandler,I noticed you were enjoying that Ravioli with a beautiful set of teeth. Did you have braces as a child?
54361,Chandler,You sure you don't wanna stick around a little longer?
54363,Chandler,"Are you just tired now or are you always tired, 'cause that could be a sign of clinical depression."
54366,Chandler,I think we've found our sperm!
54368,Chandler,"Yeah, you think so, well? Should I ask him?"
54370,Chandler,"Why not, just because his great-grandmother was obese, our kids are gonna get that from you anyway!"
54372,Chandler,"Yeah, he's better!"
54374,Chandler,Really? Are you sure?
54378,Chandler,So you know this leaves us with...
54380,Chandler,How do you feel about that?
54382,Chandler,Me too. I wanna find a baby that needs a home and I wanna raise it with you. And I wanna mess it up in our own specific way.
54386,Chandler,We are gonna be great parents.
54388,Chandler,"Wait, if we're lucky, and we're really really really quiet, we may be able to hear the sound of a condom breaking!"
54391,Chandler,"Look, I just wanted to apologize for last night. I got the feeling we made you a little uncomfortable."
54395,Chandler,"My wife and I have some boundary issues, you know, sometimes we ask inappropriate questions. We're working on it."
54398,Chandler,"You wouldn't know if Jeanette's planning on keeping her baby, would ya?"
54407,Chandler,"Yeah Ross, I mean... we're excited to hear the speech but the rest of the time we're gonna wanna do, you know, ""island's stuff""."
54438,Chandler,"Yeah, that's the same as ""it has something to do with wind""."
54455,Chandler,I wouldn't read too much into it.
54457,Chandler,"David, let me stop you there 'cause I think I see where this is going. I'm not very good at giving advice. So if you want advice, go to Ross, Monica, or... Joey, if the thing you wanna advice about is pizza toppings or burning sensation when you pee."
54459,Chandler,"Seriously, we're gonna do this?"
54465,Chandler,I didn't mean now...
54467,Chandler,"Well, you're welcome! Glad I could help."
54469,Chandler,"David, I'm pretending to read here!!"
54502,Chandler,David is going to propose to Phoebe.
54504,Chandler,"Be-cause, we were talking about ways that he could beat Mike and I told him that Phoebe wanted to get married."
54506,Chandler,"I did! A penis one! Look, just so I know, what was so wrong about what I said?"
54508,Chandler,"Man, that's some bad advice!"
54514,Chandler,That's why our honeymoon photos look like me and Diana Ross!
54529,Chandler,David is going to propose to Phoebe tonight!
54531,Chandler,That would be advice!!
54549,Chandler,"Oh, is it on the computer, cuz I'd love to give it a read...?"
54557,Chandler,"Your computer, I don't know wha... everything's gone!"
54559,Chandler,It must be a virus. I think it erased your hard drive.
54561,Chandler,Someone I don't know sent me an e-mail and I opened it.
54563,Chandler,"Well, it didn't say ""This is a virus""!!"
54567,Chandler,"It's not gone! I mean, I'm sure you printed out a copy. You have a hard copy, right?"
54569,Chandler,"Well, you must be pretty mad at yourself right now...!"
54572,Chandler,I just feel awful.
54600,Chandler,"Phoebe is going to say ""yes""? That's, that's great!"
54602,Chandler,And there's not chance that will work?
54606,Chandler,This vacation sucks!!
54684,Chandler,"You know, it's very hard to take you seriously when you look like that."
54711,Chandler,"I wouldn't brag too much about that thing, big guy."
54725,Chandler,"Oh, ain't this nice? It's so quiet, I could just lie here all day."
54728,Chandler,I'm so glad we've got adjoining rooms!
54730,Chandler,Hey! Remember when I had corneas?
54732,Chandler,Ladies? Ross's speech is in 45 minutes.
54782,Chandler,I don't think so!
54784,Chandler,"Because you know how competitive you get and well, I say it's cute, others disagree, and I'm lying!"
54786,Chandler,"Oh, yeah? What happened when we played last time?"
54810,Chandler,I'm not playing with you.
54834,Chandler,"Honey, try to focus the trash talk on him!"
54911,Chandler,I think this is the first time in our marriage that I've felt like the more attractive one.
54920,Chandler,"Okay-dokay, you've each won a game and I've lost what's felt like a year of my life. So everybody goes home a winner."
54923,Chandler,Should I use my invisibility to fight crime or for evil?
54949,Chandler,"Monica, that was also true an hour ago! I mean, please, look at you! Your hand is blistered, you can barely stand, your hair is inexplicable! Ok, you've already proven you are just as good as he is, now we've missed our dinner reservations, so now let's just go upstairs, order room service, take a shower and shave your head!"
54953,Chandler,What about the obsessive cleaning?
54961,Chandler,"No, you didn't."
54963,Chandler,Because I'm gonna play for ya.
54971,Chandler,"All right Mike, let's get this over with. Sudden death. Whoever wins this point, wins."
54975,Chandler,And that's... how... it's done!
54977,Chandler,"I never sucked, I actually didn't want you to know how good I was!"
54979,Chandler,I don't know.
54997,Chandler,"You know, I'd love to, but I'm a little tired."
55007,Chandler,"He could be alone. This morning I heard him do push-ups, and then talk to his triceps."
55012,Chandler,She's cheating on Joey with Ross!
55032,Chandler,How about the dinosaur twins in the other room? No-one is manning that wall!
55038,Chandler,You do realise that's your brother?
55040,Chandler,That's not true. I came with Monica and I'm leaving with Weird Al.
55053,Chandler,And she's... turning on the TV... and watching... Miss Congeniality!
55062,Chandler,You got it!
55104,Chandler,"Okay, well we'll go back in there, but will you do one thing for us? The people that care about you?"
55136,Chandler,"Not quite. Monica's still at the salon, and I'm just finishing packing."
55138,Chandler,"You're not supposed to take that. Besides, it's a New Testament, what are you gonna do with it?"
55154,Chandler,I think.... I think I can see your scalp.
55162,Chandler,What d'ya know... It's a treat for the eyes and the ears.
55164,Chandler,"Yeah, it's almost if Air Barbados doesn't care about your social life."
55169,Chandler,Wish I could switch with someone. I really don't wanna sit with Allen Iverson over there.
55257,Chandler,"You go back to work tomorrow night, right?"
55259,Chandler,"So if you want people to see them, then by definition you're not having them taken out... say, at the break of dawn?"
55261,Chandler,What are you singing?
55263,Chandler,"It's ""Ride of the Valkyries"" from ""Apocalypse Now""... See, here's the thing: The corn rose were really a solution to your frizzy hair problem. And now that we're home, we don't have that problem anymore, so if you think about it... I hate them!"
55265,Chandler,Did I? Let's refresh. I believe what I said was that I could see your scalp.
55267,Chandler,"Again, let's journey back... As I recall what Rachel said, was she had never notice the shape of your skull before. And Joey... Well, Joey didn't realise that there was anything different."
55269,Chandler,Hit yourself in the tooth?
55307,Chandler,"Honey, you've been in there for a long time... Is everything okay?"
55310,Chandler,Really? What happened?
55312,Chandler,You can't move at all?
55314,Chandler,"If I untangle you, will you please get rid of the corn rose?"
55335,Chandler,"Now that I untangled you, how 'bout you doing a little something for me?"
55337,Chandler,I think you know.
55339,Chandler,This is what I want to do.
55381,Chandler,There's a hair in my coffee.
55385,Chandler,"You know, it's funny. Every time you say ""triplets,"" I immediately think of three hot blonde 19-year olds."
55451,Chandler,"So, a lot of malfunctioning wee-wees and hoo-hoos in this room, huh?"
55452,Chandler,"I mean, you have a lovely home."
55461,Chandler,"You want me to wash my hands first, don't you?"
55466,Chandler,"Hey, you must be Owen."
55468,Chandler,"I'm Chandler. Hey, I was in the scouts too."
55470,Chandler,"Yeah, in fact my father was a den-mother."
55472,Chandler,You know how to use a compass?
55474,Chandler,You do? That's fantastic!
55476,Chandler,"I'd love to, but I gotta get back to talking to your parents. They're telling us all about how they adopted you."
55480,Chandler,I got nothing.
55522,Chandler,Where are Bill and Colleen?
55524,Chandler,We have to leave!!
55526,Chandler,"I didn't get to the bathroom. I bumped into Owen on the way, and he didn't know he was adopted. And there's a slight chance I may have told him."
55531,Chandler,But kids are so intuitive. Don't you think on some level he already knows?
55536,Chandler,Which technically now you should give back!
55538,Chandler,"I'm so sorry, but you should have a sign out there or something. Or at least whisper it to people when they come in the door. ""Owen doesn't know he's adopted, and he also thinks that Santa is real."""
55600,Chandler,"Owen didn't know he was adopted, and Monica told him."
55603,Chandler,"Yeah, but how would you like it if someone told the triplets that you gave birth to them?"
55606,Chandler,"So, you and Rachel tonight, huh?"
55608,Chandler,Wow! So tonight may be the night! You're nervous?
55610,Chandler,What must it be like not to be crippled by fear and self-loathing.
55612,Chandler,How can you be so confident?
55614,Chandler,Really? Like you have a routine?
55627,Chandler,Hey! Stop staring at my wife's legs! No no! Stop staring at your sister's legs!
55629,Chandler,She went on one of those spray-on tan places.
55635,Chandler,"Sure, then you should get a mini skirt so you can really show it off."
55646,Chandler,Are you trying to do a British accent?
55648,Chandler,"Just so I know, how many more of those can I expect?"
55657,Chandler,"No, had it done to me though. Feels good !"
55702,Chandler,Hello? Is someone on the line?
55728,Chandler,Hold on! There is something different.
55730,Chandler,Was that place... The Sun?
55732,Chandler,Oh My God! You can do a duet of Ebony and Ivory all by yourself!
55740,Chandler,How was your date with Joey?
55742,Chandler,You didn't like that?
55794,Chandler,"If she asks, I protested a little, but ok!"
55800,Chandler,"Well, aren't you a treat."
55823,Chandler,"That fake British woman is a real bitch, but she sure can dance... Hey!"
55825,Chandler,"Kinda... you know, sneaking around, having to hide from you guys..."
55828,Chandler,"Actually, no. No, it felt right. You know, it felt like uhm... I can't believe we haven't been doing this the whole time."
55848,Chandler,"Dude, it's Chandler. Let me in."
55850,Chandler,"I know, I went to the tanning place and the same thing happened to me. You have to let me in."
55853,Chandler,"No, I just had to get a picture of this."
55854,Chandler,I see you later!
55857,Chandler,"Honey, I got us that room at the Woodford Inn this weekend."
55865,Chandler,Gee if only she were one and had no idea what the hell a birthday was!
55868,Chandler,There's this thing I really want us to do. I read about it in Maxim...
